,resultrowid,toxpointsummaryrowid,testmaterial,program,programcode,parentprojectcode,parentproject,projectcode,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,sampleyear,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,matrixcode,method,analytegroup,analytesubgroup,analyte,analytecode,fraction,fractioncode,unitname,result,mdl,rl,resultqualcode,qacode,qualcombo,batchverification,compliancecode,displaycode,displaycode_toxresult,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,toxresultqacode,toxtestdurcode,wqsource,timepoint,toxpointmethod,treatment,unittreatment,treatmentconcentration,toxbatchstartdate,reftoxbatch,organismageatteststart,repcount,mean,stddev,statmethod,alphalevel,evalthreshold,msd,sigeffectcode,bvalue,calcvaluetype,calculatedvalue,criticalvalue,percenteffect,compositeid,compositetype,commonname,species,numberfishpercomp,tissuename,tissuecode,weightavgg,tlminmm,tlmaxmm,tlavgmm,compositetissueprep,organismgroup,lifstage,sievesize,grabsize,unitgrabsize,sourcerdc,datausenotes,sm_geom,regional_board,countynum,county_name,huc8_name,huc10_name,huc12_name,baysegment_name
2425,13BF984A-4A65-4838-A3BC-A7FFC0CEF647,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Pacheco River (BF10),BF10,Bays and Harbors,38.051,-122.09899999999999,wgs84,1998-07-28,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.46,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007A2A34D0B7EC69C11254383A227F5141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
2444,13EC6408-3868-4C08-A02C-5760E6D994E7,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,94RMP2ST,1994 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1994-05-18,1994,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.2,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
2755,16D8DCDB-FF2F-4C07-9125-7AC68DDC407F,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Napa River (BD50),BD50,Bays and Harbors,38.097,-122.26100000000001,wgs84,1998-02-03,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.5,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F5AC710886F569C13A22236F7C855141,2.0,48.0,Solano,San Pablo Bay,San Pablo Bay,San Pablo Bay Estuaries,
2820,17803F69-35B3-4CC5-AF0F-B21622C09DED,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Honker Bay (BF40),BF40,Bays and Harbors,38.067,-121.934,wgs84,1999-07-20,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.95,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B7D94AD9BFE369C1ADCDA0BF57815141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
3072,196FAECA-0A5C-4C9F-BF18-96FE91BC1231,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Oyster Point (BB30),BB30,Bays and Harbors,37.669000000000004,-122.329,wgs84,1998-01-27,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.8,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0060F0A73F38F969C1BEA00CE4884A5141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Central Bay
3098,19AD9A5C-4381-43A3-9541-0B65BFEA65A5,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,San Jose (C-3-0),C-3-0,Bays and Harbors,37.460229999999996,-121.9756,wgs84,1998-01-28,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,6.4,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D005F6CCCB502E669C1F0A6DD22E72D5141,2.0,43.0,Santa Clara,San Francisco Bay,San Francisco Bay,San Francisco Bay Estuaries,
3225,1AD33702-98FD-4327-A3CE-74EAF5BCE76C,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Pacheco River (BF10),BF10,Bays and Harbors,38.051,-122.09899999999999,wgs84,1993-09-15,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.25,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D007A2A34D0B7EC69C11254383A227F5141,2.0,48.0,Solano,Suisun Bay,Suisun Bay,Suisun Bay,Suisun Bay
3226,1AD4548C-148B-4E84-90B4-7AF84EDD0EDE,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,02RMP2ST,2002 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,2002-07-18,2002,09:30:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.76,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
3321,1BAFD226-E530-4D59-87C3-C27A7D376880,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.514,-122.135,wgs84,2001-08-01,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.07,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B2D541C0ACEE69C1C35151FF44355141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
3388,1C3D8EFC-FB8A-41C3-B110-7085040C7858,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,17RMP2ST,2017 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,2017-09-07,2017,12:30:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.89,,,=,NBC,None,NR,Com,20,,Field,SFEI YSI 556 water quality meter,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
3539,1DA5D9EC-F615-49DC-AF63-DEDD7EA25915,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,1993-05-25,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.3,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
3573,1DE8164A-42F6-4D30-9D26-693952BF735A,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.34299999999999,wgs84,1999-02-04,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.0,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F6B2C90EFBF969C1477A9CBE84685141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
3668,1EBC85EE-36D3-4C27-ACBF-E545F3FBD1F6,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,South Bay (BA20),BA20,Bays and Harbors,37.493,-122.088,wgs84,2001-02-07,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.67,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002836BEBF1EEC69C1B6C6EA4E64325141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
3699,1F0845EC-805A-43B3-99DA-DDCF836C168E,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.34299999999999,wgs84,1998-04-21,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,13.9,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F6B2C90EFBF969C1477A9CBE84685141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
3715,1F369B55-6D8B-4812-AEF7-D236CBAB950D,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,01RMP2ST,2001 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.27799999999999,wgs84,2001-08-06,2001,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.03,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00D13D3F9672F669C11254383A227F5141,2.0,7.0,Contra Costa,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
3778,1FC67727-9744-4F01-957F-E96B06FA4B7C,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.06,-121.81,wgs84,1998-07-29,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.63,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F78B8D6502DD69C1E2005E5160805141,5.0,34.0,Sacramento,Lower Sacramento,Sherman Lake-Sacramento River,Threemile Slough-Sacramento River,Rivers
3948,2119F11E-2877-4B90-B108-3A6ABD7F4A16,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,00RMP2ST,2000 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.42200000000001,wgs84,2000-07-17,2000,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.9,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B1EA755646FE69C1F7B0BA34B87E5141,2.0,21.0,Marin,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
4031,21B1B550-F1DB-49BE-A8C0-C39F418FEE13,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.34299999999999,wgs84,1999-07-16,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.5,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00F6B2C90EFBF969C1477A9CBE84685141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
4157,22BE1BC2-B1CF-49B0-AF50-B8082FBF36A0,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,1999-04-21,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.2,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
4331,243D4B98-9508-40F7-83C7-714542EB9E82,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.27799999999999,wgs84,1999-07-19,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.95,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00D13D3F9672F669C11254383A227F5141,2.0,7.0,Contra Costa,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
4422,25118170-D28B-466C-AD0B-1D870686ACCA,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC30),BC30,Bays and Harbors,37.861999999999995,-122.479,wgs84,1999-04-15,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.9,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00CB39367D5F016AC1F2D9DE5513655141,2.0,21.0,Marin,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
4551,2654E35F-4B6F-4F0A-9B02-328F589D7A42,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,South Bay (BA20),BA20,Bays and Harbors,37.493,-122.088,wgs84,1993-03-02,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,10.0,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002836BEBF1EEC69C1B6C6EA4E64325141,2.0,1.0,Alameda,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,Lower South Bay
4692,277555FB-C7F1-4B27-9A78-0B87D5DD0614,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,08RMP2ST,2008 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.514,-122.135,wgs84,2008-07-18,2008,12:36:00,OpenWater1,0.1,m,,1,1.0,,,samplewater,5,SFEI YSI 556 Manual,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,5.97618,,,=,NBC,None,VAC,Com,20,,Water_Grab,Other,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B2D541C0ACEE69C1C35151FF44355141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
4751,280C2DC3-2EC8-496E-A233-0639DA408482,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,06RMP2ST,2006 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,2006-08-22,2006,08:47:00,OpenWater1,0.1,m,,1,1.0,,,samplewater,5,FieldMeasure,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,7.82,,,=,VNBC,None,VAF,Com,30,,Water_Grab,Not Recorded,Not Recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
4919,299D362E-C2BF-4F04-AE02-C28F2A1574FD,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.821999999999996,-122.35,wgs84,1999-02-04,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,9.2,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0041945A765CFA69C1505BD2B3915F5141,2.0,1.0,Alameda,San Pablo Bay,San Francisco Bay,Richardson Bay-San Francisco Bay,Central Bay
5090,2B03AD65-8E7A-47C9-81D2-3DE95BC27906,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,98RMP2ST,1998 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.48700000000001,wgs84,1998-02-02,1998,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,7.3,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00D75F00CFCE016AC1304ADA916B875141,2.0,49.0,Sonoma,San Pablo Bay,San Pablo Bay,San Pablo Bay,San Pablo Bay
5123,2B393CA7-3B29-4A1A-8E89-90688DCF543A,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,09RMP2ST,2009 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.021,-121.805,wgs84,2009-09-03,2009,12:33:00,OpenWater1,0.1,m,,1,1.0,,,samplewater,5,SFEI YSI 556 Manual,Conventional,,"Oxygen, Dissolved",38,Total,2,mg/l,8.05,,,=,NBC,None,VLC,Com,20,,Water_Grab,Other,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D002F346FD2BCDC69C1E86B5735FE7A5141,5.0,34.0,Sacramento,San Joaquin Delta,Middle River-San Joaquin River,Markley Canyon-San Joaquin River,Rivers
5164,2B8F8840-D32F-4570-AE25-1CCF0BD391A8,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.514,-122.135,wgs84,1999-07-14,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,6.2,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D00B2D541C0ACEE69C1C35151FF44355141,2.0,41.0,San Mateo,San Francisco Bay,San Francisco Bay,Oakland Inner Harbor-San Francisco Bay,South Bay
5168,2B9A8CA9-E1E0-4E8D-95FE-5F4F1FE56C4A,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,93RMP2ST,1993 RMP Status and Trends,RMP,AMS-CA,Golden Gate (BC20),BC20,Bays and Harbors,37.864000000000004,-122.67333,wgs84,1993-03-03,1993,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.9,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0016FD2494EF0B6AC1ACF44FD659655141,,,,Tomales-Drake Bays,Drakes Bay-Frontal Pacific Ocean,Bolinas Bay,
5324,2D09CAED-0550-4A8D-B90B-5FB4B7255767,,field,SF Bay Regional Monitoring for Water Quality,SF Bay RMP,RMP_ST,Regional Monitoring Program - Status and Trends,99RMP2ST,1999 RMP Status and Trends,RMP,AMS-CA,Standish Dam (BW10),BW10,Bays and Harbors,37.45167,-121.9215,wgs84,1999-04-22,1999,00:00:00,OpenWater1,1.0,m,,1,1.0,,,samplewater,5,Not Recorded,Conventional,,"Oxygen, Dissolved",38,Dissolved,3,mg/l,8.7,,,=,None,None,VAF,Com,20,,Water_Grab,Not Recorded,Subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFEI,,010100002031BF0D0044FE7EE911E369C17313EA09BB2C5141,2.0,43.0,Santa Clara,San Francisco Bay,San Francisco Bay,San Francisco Bay Estuaries,
